Name_lang,SourceText_lang,Description_lang,ID,MountTypeID,Flags,SourceTypeEnum,SourceSpellID,PlayerConditionID,MountFlyRideHeight,UiModelSceneID,MountSpecialRiderAnimKitID,MountSpecialSpellVisualKitID
Vicious War Fox,|cFFFFD200Vendor: |rDeathguard Netharian|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t,Vicious as a fox.,946,230,4,2,242897,0,0,227,0,0
Riddler's Mind-Worm,|cFFFFD200Drop: |r Gift of the Mind-Seekers,"It feeds on your thoughts, even the ones you are thinking as you read this.",947,248,64,0,243025,0,0,4,0,0
Demonic Gladiator's Storm Dragon,|cFFFFD200Achievement: |rGladiator: Legion Season 7|n|cFFFFD200Category: |rPlayer vs. Player,"Born in the mountains of Stormheim, this terrifying fusion of storm and scale sets the sky ablaze in pursuit of its prey.",948,248,192,5,243201,0,0,4,0,0
Luminous Starseeker,|cFFFFD200In-Game Shop|r,"Energetic apex hunters of Argus, the panthara hunt by sensing the energy within living things. A panthara approaching a powerful energy source will visibly change color and become more excited.",949,248,0,9,243512,0,1.5,4,0,0
Shackled Ur'zul,|cFFFFD200Drop:|r Argus the Unmaker (Mythic)|n,"Formed from the tormented bodies and souls of fallen members of the Army of the Light, the Ur'zul is both fascinating and horrifying.",954,248,0,0,243651,0,0,4,0,0
Vile Fiend,"|cFFFFD200Drop: |rHoundmaster Kerrax
|cFFFFD200Zone: |rAntoran Wastes","Infused with acidic blood through a terrifying ritual, you can feel your control over this beast is tenuous at best.",955,230,0,0,243652,0,0,4,0,0
Leaping Veinseeker,|cFFFFD200Zone:|r Nazmir|n,"Bug spray and a hat with netting aren't going to do much in the swamps of Nazmir, bring a club.",956,248,0,0,243795,0,0,4,0,0
Spectral Pterrorwing,|cFFFFD200Vendor: |rNatal'hakata|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Faction: |rZandalari Empire - Exalted|n|cFFFFD200Cost: |r90000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Vengeful spectres abound in the spirit realm surrounding Dazar'alor.,958,248,4,2,244712,0,0,4,0,0
Stormwind Skychaser,|cFFFFD200Blizzcon 2017 |r,"""Give me all the engines you got."" - Engineer Cogspinner",959,248,68,7,245723,20068,0,4,0,0
Orgrimmar Interceptor,|cFFFFD200Blizzcon 2017 |r,A forward-mounted wolf's head cannon makes this air superiority fighter especially good at dogfighting.,960,248,68,7,245725,20069,0,4,0,0
Lucid Nightmare,|cFFFFD200Drop:|r Puzzler's Desire,"When riding this mount, your thoughts often wander to far-off places.",961,230,0,0,247402,0,0,4,0,0
Darkmoon Dirigible,|cFFFFD200Vendor: |rLhara|n|cFFFFD200Zone: |rDarkmoon Island|n|cFFFFD200Cost: |r1000|Hcurrency:515|h|TInterface\ICONS\INV_Misc_Ticket_Darkmoon_01.blp:0|t|h,"Silas considered using his fleet of blimps for marketing, but decided that selling them directly was all the marketing he needed.",962,248,0,-1,247448,0,0,4,0,0
Bloodgorged Crawg,|cFFFFD200Achievement: |rGlory of the Uldir Raider|n|cFFFFD200Category: |rDungeons & Raids,This crawg was left alone to feast on G'huun's corrupted blood and rot. He was so happy.,963,230,0,5,250735,0,0,4,0,0
Amethyst Ruinstrider,|cFFFFD200Vendor: |rToraan the Revered|n|cFFFFD200Zone: |rArgus|n|cFFFFD200Faction: |rArgussian Reach - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Talbuks, native to Argus, have evolved chitinous plates to survive the decades of ceaseless war that ravages the landscape.",964,230,0,2,253004,0,0,45,0,0
Cerulean Ruinstrider,|cFFFFD200Vendor: |rToraan the Revered|n|cFFFFD200Zone: |rArgus|n|cFFFFD200Faction: |rArgussian Reach - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Talbuks, native to Argus, have evolved chitinous plates to survive the decades of ceaseless war that ravages the landscape.",965,230,0,2,253007,0,0,45,0,0
Beryl Ruinstrider,|cFFFFD200Vendor: |rToraan the Revered|n|cFFFFD200Zone: |rArgus|n|cFFFFD200Faction: |rArgussian Reach - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Talbuks, native to Argus, have evolved chitinous plates to survive the decades of ceaseless war that ravages the landscape.",966,230,0,2,253005,0,0,45,0,0
Umber Ruinstrider,|cFFFFD200Vendor: |rToraan the Revered|n|cFFFFD200Zone: |rArgus|n|cFFFFD200Faction: |rArgussian Reach - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Talbuks, native to Argus, have evolved chitinous plates to survive the decades of ceaseless war that ravages the landscape.",967,230,0,2,253008,0,0,45,0,0
Russet Ruinstrider,|cFFFFD200Vendor: |rToraan the Revered|n|cFFFFD200Zone: |rArgus|n|cFFFFD200Faction: |rArgussian Reach - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Talbuks, native to Argus, have evolved chitinous plates to survive the decades of ceaseless war that ravages the landscape.",968,230,0,2,253006,0,0,45,0,0
Maddened Chaosrunner,|cFFFFD200Drop: |rWrangler Kravos|n|cFFFFD200Zone: |rMac'Aree,The Army of the Light could only save so many of Argus' native species; countless numbers were lost to chaos.,970,230,0,0,253058,0,0,45,0,0
Antoran Charhound,"|cFFFFD200Drop: |rShatug|n|cFFFFD200Zone: |rAntorus, the Burning Throne","Sargeras' own hound was maybe once a felstalker, but over the years the Dark Titan reforged and reshaped his companion into something much more powerful. When, at last, he was pleased with his creation, he set about creating more of the hounds, and imbuing them with shadow and flame.",971,248,0,0,253088,0,0,4,0,0
Antoran Gloomhound,|cFFFFD200Achievement: |rGlory of the Argus Raider|n|cFFFFD200Category: |rDungeons & Raids,"Sargeras' own hound was maybe once a felstalker, but over the years the Dark Titan reforged and reshaped his companion into something much more powerful. When, at last, he was pleased with his creation, he set about creating more of the hounds, and imbuing them with shadow and flame.",972,248,0,5,253087,0,0,4,0,0
Lambent Mana Ray,|cFFFFD200Drop: |rVenomtail Skyfin|n|cFFFFD200Zone: |rMac'Aree,"Some of the natural wildlife of Argus, like the mana ray, has survived and adapted to life on the shattered world.",973,248,0,0,253107,0,0,4,0,0
Vibrant Mana Ray,|cFFFFD200Drop:|r Fel-Spotted Egg,"Some of the natural wildlife of Argus, like the mana ray, has survived and adapted to life on the shattered world.",974,248,0,0,253106,0,0,4,0,0
Felglow Mana Ray,|cFFFFD200Drop:|r Fel-Spotted Egg,The Army of the Light could only save so many of Argus' native species; countless numbers were lost to chaos.,975,248,0,0,253108,0,0,4,0,0
Scintillating Mana Ray,|cFFFFD200Drop:|r Fel-Spotted Egg,"Some of the natural wildlife of Argus, like the mana ray, has survived and adapted to life on the shattered world.",976,248,0,0,253109,0,0,4,0,0
Violet Spellwing,|cFFFFD200Quest:|r Blood of a Titan|n|cFFFFD200Zone:|r Dalaran|n,A gift from the Council of Six for saving Azeroth from the threat of the Legion once more.,978,248,0,1,253639,0,1,4,0,0
Crimson Slavermaw,|cFFFFD200Drop: |rBlistermaw|n|cFFFFD200Zone: |rAntoran Wastes,"Answers to a series of noises that cannot be made by non-demonic creatures but roughly translates to ""Deathslobber.""",979,230,0,0,253661,0,0,4,0,0
Acid Belcher,|cFFFFD200Drop: |rSkreeg the Devourer|n|cFFFFD200Zone: |rMac'Aree,Twice as acid-filled as the usual fiend.,980,230,0,0,253662,0,0,4,0,0
Biletooth Gnasher,|cFFFFD200Drop: |rArgus,Its bite is definitely worse than its bark-like gurgling sound.,981,230,0,0,253660,0,0,4,0,0
Pond Nettle,|cFFFFD200Profession: |rFishing,"This miraculous aquatic species can survive in the harshest environments, perhaps even the void of space.",982,254,2064,3,253711,0,1,44,0,0
Glorious Felcrusher,|cFFFFD200Drop:|r Gleaming Footlocker,"After Alleria and Turalyon explained the usefulness of the Draenei's long-time companion animal, the Army of the Light brought several into the fold for training.",983,230,0,0,254069,0,0,44,0,0
Blessed Felcrusher,|cFFFFD200Drop:|r Gleaming Footlocker,"After Alleria and Turalyon explained the usefulness of the Draenei's long-time companion animal, the Army of the Light brought several into the fold for training.",984,230,0,0,254258,0,0,44,0,0
Avenging Felcrusher,|cFFFFD200Drop:|r Gleaming Footlocker,"After Alleria and Turalyon explained the usefulness of the Draenei's long-time companion animal, the Army of the Light brought several into the fold for training.",985,230,0,0,254259,0,0,44,0,0
Bleakhoof Ruinstrider,"|cFFFFD200Achievement: |r...And Chew Mana Buns
|cFFFFD200Category: |rLegion",The Army of the Light could only save so many of Argus' native species; countless numbers were lost to chaos.,986,230,0,5,254260,0,0,45,0,0
Valorous Charger,|cFFFFD200Paladin|r,Redeemed by the Light. Devoted to your cause.,987,291,264,1,254471,0,0,4,0,0
Vengeful Charger,|cFFFFD200Paladin|r,Redeemed by the Light. Devoted to your cause.,989,291,264,1,254472,0,0,4,0,0
Vigilant Charger,|cFFFFD200Paladin|r,Redeemed by the Light. Devoted to your cause.,990,291,264,1,254473,0,0,4,0,0
Golden Charger,|cFFFFD200Paladin|r,Redeemed by the Light. Devoted to your cause.,991,291,264,1,254474,0,0,4,0,0
Squawks,|cFFFFD200Drop:|r Island Expeditions|n,"Guess why he's called that? It's not because he's a nice, quiet pet.",993,248,0,0,254811,0,0,43,0,0
Sharkbait,|cFFFFD200Drop: |rHarlan Sweete|n|cFFFFD200Zone: |rFreehold (Mythic)|n|n|cFFFFD200Treasure: |rChallenger's Cache|n|cFFFFD200Zone: |rFreehold,Sharkbait's loyalty lies with whomever keeps the crackers coming.,995,248,0,0,254813,0,0,43,0,0
Seabraid Stallion,|cFFFFD200Promotion:|r Battle for Azeroth Collector's Edition|n,"Horses in the Kul Tiran military are bred from an early age not to fear the sea, and revel in galloping along the shoreline and through the spray.",996,230,4,7,255695,20068,0,4,0,0
Gilded Ravasaur,|cFFFFD200Promotion:|r Battle for Azeroth Collector's Edition|n,"A mount fit for Zandalari high priests and councilers, gilded with only the finest decoration and blessed by Rezan, the great devilsaur loa.",997,230,4,7,255696,20069,0,4,0,0
Xiwyllag ATV,|cFFFFD200Profession:|r Blacksmithing & Engineering|n,It was said that this invention was modeled after the likeness of a very wealthy goblin. Although others don't really see the resemblance.,999,248,0,3,256123,0,0,45,0,0
Lightforged Felcrusher,|cFFFFD200Achievement: |rAllied Races: Lightforged Draenei,"A gift of thanks from the Lightforged draenei, this stalwart elekk is conditioned to charge headlong into darkness without fear.",1006,230,68,5,258022,20068,0,44,0,0
Highmountain Thunderhoof,|cFFFFD200Achievement: |rAllied Races: Highmountain Tauren,A gift from the tauren who trained this sure-footed highland moose to safely traverse the paths and peaks of Highmountain.,1007,230,68,5,258060,20069,0,45,0,0
Nightborne Manasaber,|cFFFFD200Achievement: |rAllied Races: Nightborne,"Born capable of sniffing out concentrations of arcane energy, this noble cat was presented with thanks to a proven ally of the nightborne.",1008,230,68,5,258845,20069,0,4,0,0
Starcursed Voidstrider,|cFFFFD200Achievement: |rAllied Races: Void Elf,This shadow-infused strider embodies the elves' commitment to harness the power of the Void in the name of the Alliance.,1009,230,68,5,259202,20068,0,4,0,0
Admiralty Stallion,|cFFFFD200Vendor: |rProvisioner Fray|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Faction: |rProudmoore Admiralty - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,These sleek white stallions are the few mounts allowed to embark on Kul Tiran ships.,1010,230,4,2,259213,0,0,43,0,0
"Shu-Zen, the Divine Sentinel",|cFFFFD200In-Game Shop|r |n,"As the Golden Lotus worked tirelessly to repair the Vale of Eternal Blossoms, a single statue came to life and wordlessly defended them from the Sha that assaulted them. Believed by some to be a sign of good fortune and others to be a gift from the Light, Shu-Zen provides faithful companionship to any that would defend Azeroth from the maddening whispers of the Old Gods.",1011,248,0,9,259395,0,2,4,0,0
Green Marsh Hopper,|cFFFFD200Vendor: |rGottum|n|cFFFFD200Zone: |rNazmir|n|cFFFFD200Cost: |r333333|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Gottum collects spawns of Krag'wa from all around the Frogmarsh, but only the most bulbous are used as mounts.",1012,230,0,2,259740,0,0,4,0,0
Honeyback Harvester,|cFFFFD200Quest: |rLeaving the Hive: Harvester|n|cFFFFD200Zone: |rStormsong Valley,"While most Harvesters dream only of honey and flowers, this adventurous specimen looks to the wide world beyond Stormsong Valley.",1013,248,0,1,259741,0,0,4,0,0
Dapple Gray,|cFFFFD200Vendor: |rSister Lilyana|n|cFFFFD200Zone: |rStormsong Valley|n|cFFFFD200Faction: |rStorm's Wake - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,A favored mount of the sea priests who call Stormsong home.,1015,230,4,2,260172,0,0,43,0,0
Smoky Charger,|cFFFFD200Vendor: |rQuartermaster Alcorn|n|cFFFFD200Zone: |rDrustvar|n|cFFFFD200Faction: |rOrder of Embers - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Among the oldest horse breeds in Kul Tiras, they even led many a charge in the original struggle with the drust.",1016,230,4,2,260173,0,0,43,0,0
Terrified Pack Mule,|cFFFFD200Zone:|r Drustvar|n,This poor mule was around Drustvar when the witches took over. He's seen too much.,1018,230,0,0,260174,0,0,43,0,0
Goldenmane,|cFFFFD200Zone:|r Stormsong|n,"Lord Stormsong ordered his cronies to steal this horse from the Norwington Estate in Tiragarde, as he was covetous of its luscious golden mane.",1019,230,0,0,260175,0,0,43,0,0
The Hivemind,|cFFFFD200Drop:|r The Hivemind|n,A true union of minds.,1025,248,5314,0,261395,0,0,4,0,0
Vicious War Basilisk,|cFFFFD200PvP:|r Battle for Azeroth: Season 3|nRated Arena and Rated Battleground Season Reward,Its breath is worse than its bite.,1026,230,4,2,261434,0,0,43,0,0
Vicious War Basilisk,|cFFFFD200PvP:|r Battle for Azeroth: Season 3|nRated Arena and Rated Battleground Season Reward,Its breath is worse than its bite.,1027,230,4,-1,261433,0,0,43,0,0
Mecha-Mogul Mk2,|cFFFFD200Profession:|r Engineering|n,The Mk2 is an updated design with a focus on comfort and reliability over firepower.,1028,248,0,3,261437,0,0,4,0,0
Dread Gladiator's Proto-Drake,|cFFFFD200Achievement:|r Gladiator: Battle for Azeroth Season 1|n|cFFFFD200Category:|r Player vs. Player|n,They say that proto-drakes can smell fear. This iron-bound monster FEEDS off of it.,1030,248,192,5,262022,0,0,44,0,0
Sinister Gladiator's Proto-Drake,|cFFFFD200Achievement:|r Gladiator: Battle for Azeroth Season 2|n|cFFFFD200Category:|r Player vs. Player|n,They say that proto-drakes can smell fear. This iron-bound monster FEEDS off of it.,1031,248,192,5,262023,0,0,44,0,0
Notorious Gladiator's Proto-Drake,|cFFFFD200Achievement:|r Gladiator: Battle for Azeroth Season 3|n|cFFFFD200Category:|r Player vs. Player|n,They say that proto-drakes can smell fear. This iron-bound monster FEEDS off of it.,1032,248,192,5,262024,0,0,44,0,0
Corrupted Gladiator's Proto-Drake,|cFFFFD200Achievement:|r Gladiator: Battle for Azeroth Season 4|n|cFFFFD200Category:|r Player vs. Player|n,They say that proto-drakes can smell fear. This iron-bound monster FEEDS off of it.,1035,248,192,5,262027,0,0,44,0,0
Zandalari Direhorn,|cFFFFD200Achievement: |rAllied Races: Zandalari Troll,The Zandalari pride themselves on being the first to raise and train all of the most ferocious lizards on Azeroth.,1038,230,68,5,263707,20069,0,43,0,0
Mighty Caravan Brutosaur,|cFFFFD200Vendor: |rTalutu|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r5000000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTricky Nick|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Cost: |r5000000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Brutosaurs are used by the Zandalari Empire as both weapons of war and enormous, mobile trading posts.",1039,230,0,2,264058,0,0,4,0,0
Tomb Stalker,|cFFFFD200Drop: |rKing Dazar|n|cFFFFD200Zone: |rKings' Rest (Mythic)|n|n|cFFFFD200Treasure: |rChallenger's Cache|n|cFFFFD200Zone: |rKings' Rest,These fierce beasts are entombed alongside kings so they may carry their masters through the afterlife.,1040,230,0,-1,266058,0,0,4,0,0
Siltwing Albatross,|cFFFFD200Vendor: |rCaptain Klarisa|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Cost: |r1000|Hcurrency:1710|h|TInterface\ICONS\INV_Misc_AzsharaCoin.BLP:0|t|h|n|n|cFFFFD200Vendor: |rCaptain Zen'taga|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r1000|Hcurrency:1710|h|TInterface\ICONS\INV_Misc_AzsharaCoin.BLP:0|t|h,"One of the rarest of birds seen on the islands of the Great Sea, and a prized possession amongst traders, if they can capture it.",1042,248,128,2,266925,0,0,4,0,0
Kua'fon,"|cFFFFD200Quest:|r Down, But Not Out|n|cFFFFD200Zone:|r Zuldazar|n","Once a little hatchling, raised into a mighty pterrordax by a loving handler. He never did learn to fly.",1043,398,64,1,267270,0,0,4,0,0
Mag'har Direwolf,|cFFFFD200Achievement:|r Allied Races: Mag'har Orc|n,"Native to Draenor, these wolves are preferred by the Mag'har for their ferocity, loyalty, and for something to snuggle on those cool winter nights.",1044,230,68,5,267274,0,0,4,0,0
Vicious War Clefthoof,|cFFFFD200PvP:|r Battle for Azeroth: Season 1|nRated Arena and Rated Battleground Season Reward,"The Mag'har bred clefthooves not only as sturdy pack animals, but also powerful instruments of war.",1045,230,4,-1,270560,0,0,43,0,0
Darkforge Ram,|cFFFFD200Paladin|r |n,A loyal steed to the defenders of Ironforge.,1046,230,4,1,270562,62230,0,4,0,0
Dawnforge Ram,|cFFFFD200Paladin|r |n,A loyal steed to the defenders of Ironforge.,1047,230,4,1,270564,62229,0,4,0,0
Dark Iron Core Hound,|cFFFFD200Achievement: |rAllied Races: Dark Iron Dwarf,You don't get dogs hotter than this.,1048,230,68,5,271646,20068,0,4,0,0
Undercity Plaguebat,|cFFFFD200Quest:|r Killer Queen|n,One of the last of the giant bats to escape Undercity following the siege of Lordaeron.,1049,248,68,1,272472,0,0,4,0,0
Vicious War Riverbeast,|cFFFFD200PvP:|r Battle for Azeroth: Season 1|nRated Arena and Rated Battleground Season Reward,"Riverbeasts are actually one of the most dangerous animals on Azeroth, despite their appearance.",1050,230,4,-1,272481,0,0,45,0,0
The Dreadwake,|cFFFFD200In-Game Shop|r |n,"A ship unlike any other, held aloft by a gift from an unknown kraken-faced god of the deeps.",1051,248,0,9,272770,0,0,43,0,0
Underrot Crawg,|cFFFFD200Drop: |rUnbound Abomination|n|cFFFFD200Zone: |rThe Underrot (Mythic)|n|n|cFFFFD200Treasure: |rChallenger's Cache|n|cFFFFD200Zone: |rThe Underrot,The eternal twilight of the Underrot has robbed this crawg of all pigmentation.,1053,230,0,0,273541,0,0,4,0,0
Teldrassil Hippogryph,|cFFFFD200Quest: |rFrom the Ashes...,"One of the last of the great armored hippogryphs to escape the burning of Teldrassil, it carried the last few citizens it could to safety before collapsing of exhaustion.",1054,248,68,1,274610,0,0,4,0,0
Nazjatar Blood Serpent,|cFFFFD200Drop: |rAdherent of the Abyss|n|cFFFFD200Zone: |rStormsong Valley,Monstrous serpents riddled with corruption serve as mounts for N'zoth's high-ranking lieutenants in the Great Sea.,1057,248,64,0,275623,0,0,4,0,0
Cobalt Pterrordax,|cFFFFD200Vendor: |rNatal'hakata|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Faction: |rZandalari Empire - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,These pterrordax keep vigil for enemy fleets soaring above the coasts of Zandalar.,1058,248,4,2,275837,0,0,4,0,0
Captured Swampstalker,|cFFFFD200Vendor: |rProvisioner Lija|n|cFFFFD200Zone: |rNazmir|n|cFFFFD200Faction: |rTalanji's Expedition - Exalted|n|cFFFFD200Cost: |r90000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,A swamp-dwelling subspecies of pterrordax known to feast on young bloodfeasters.,1059,248,4,2,275838,0,0,4,0,0
Voldunai Dunescraper,|cFFFFD200Vendor: |rHoarder Jena|n|cFFFFD200Zone: |rVol'dun|n|cFFFFD200Faction: |rVoldunai - Exalted|n|cFFFFD200Cost: |r90000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,These brightly-colored fliers are rarely captured in the wild due to their naturally untrusting natures.,1060,248,4,2,275840,0,0,4,0,0
Expedition Bloodswarmer,|cFFFFD200Vendor: |rProvisioner Lija|n|cFFFFD200Zone: |rNazmir|n|cFFFFD200Faction: |rTalanji's Expedition - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Orphaned during the rout of the Blood Trolls, this bloodswarmer has been retrained by Talanji's handlers.",1061,248,4,2,275841,0,0,4,0,0
Dusky Waycrest Gryphon,|cFFFFD200Vendor: |rQuartermaster Alcorn|n|cFFFFD200Zone: |rDrustvar|n|cFFFFD200Faction: |rOrder of Embers - Exalted|n|cFFFFD200Cost: |r90000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Common to the dark forests of Drustvar, these gryphon are silent and swift. Their prowess at operating on their own or as mounts lends them to be used for ambush and shock tactics.",1062,248,4,2,275859,0,0,4,0,0
Stormsong Coastwatcher,|cFFFFD200Vendor: |rSister Lilyana|n|cFFFFD200Zone: |rStormsong Valley|n|cFFFFD200Faction: |rStorm's Wake - Exalted|n|cFFFFD200Cost: |r90000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Tasked with keeping watch on the seas for approaching dangers, the Stormsong Coastwatchers fly constant patrols.",1063,248,4,2,275866,0,0,4,0,0
Proudmoore Sea Scout,|cFFFFD200Vendor: |rProvisioner Fray|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Faction: |rProudmoore Admiralty - Exalted|n|cFFFFD200Cost: |r90000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Only a few gryphons are selected to be Sea Scouts operating from flag ships in the fleet. Their long range reconnaissance is an integral part of Kul Tiran sea dominance.,1064,248,4,2,275868,0,0,4,0,0
Darkforge Ram,,,1069,291,264,-1,276112,0,0,4,0,0
Dawnforge Ram,,,1071,291,264,-1,276111,0,0,4,0,0
Great Sea Ray,|cFFFFD200Profession:|r Fishing|n,The rays of the great sea can travel for many miles in great migratory patterns.,1166,254,2064,3,278803,0,0,4,0,0
Frostshard Infernal,|cFFFFD200Achievement: |rNo Stable Big Enough|n|cFFFFD200Category: |rMounts,These icy minions come from an unknown plane far from this one.,1167,230,0,0,213350,0,0,45,0,0
Surf Jelly,|cFFFFD200Drop:|r Island Expeditions|n,The time between being stung and being enveloped and devoured is short enough to consider not swimming in the Great Sea.,1169,254,2064,0,278979,0,1,44,0,0
Conqueror's Scythemaw,|cFFFFD200Achievement: |rConqueror of Azeroth|n|cFFFFD200Category: |rWorld,The battle-hardened shell of this mighty beast can turn aside even the most hefty hammer or sharpened spear.,1172,230,0,5,279454,0,0,4,0,0
Broken Highland Mustang,|cFFFFD200Drop: |rKnight-Captain Aldrin|n|cFFFFD200Zone: |rArathi Highlands,"One of the Arathi horses, taken and broken by the Horde conquerors of Stromgarde.",1173,230,4,-1,279457,0,0,43,0,0
Highland Mustang,|cFFFFD200Drop: |rDoomrider Helgrim|n|cFFFFD200Zone: |rArathi Highlands,"A valiant steed on the Arathi Highlands, it knows no fear.",1174,230,4,0,279456,0,0,43,0,0
Twilight Avenger,|cFFFFD200Drop:|r Island Expeditions|n,"Little is known about the fate of the twilight dragonflight, though they seem to exist in numbers in Grim Batol to this day.",1175,248,128,0,279466,0,0,4,0,0
Craghorn Chasm-Leaper,|cFFFFD200Drop:|r Island Expeditions|n,These mighty leapers have adapted to island life by learning to catch seagulls swooping through crags and fissures.,1176,230,0,6,279467,0,0,45,0,0
Qinsho's Eternal Hound,|cFFFFD200Drop:|r Island Expeditions|n,Qinsho wrought his eternal guardian from pure gold and imbued it with the resilience of the earth.,1178,230,0,5,279469,0,0,4,0,0
Palehide Direhorn,|cFFFFD200Vendor: |rTalutu|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r500000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTricky Nick|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Cost: |r500000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Pale-skinned direhorns are quite rare, justifying the expense.",1179,230,0,2,279474,0,0,4,0,0
Swift Albino Raptor,|cFFFFD200Drop: |rBeastrider Kama|n|cFFFFD200Zone: |rArathi Highlands,The Witherbark warrior Beastrider Kama once cut bloody swathes of terror across the Arathi Highlands astride such a monster.,1180,230,0,-1,279569,0,0,4,0,0
Lil' Donkey,|cFFFFD200Drop: |rOverseer Krix|n|cFFFFD200Zone: |rArathi Highlands,"Likely stolen from Newstead in the Arathi Highlands, this stalwart little donkey was destined to be eaten by kobolds.",1182,230,0,-1,279608,0,0,43,0,0
Skullripper,|cFFFFD200Drop: |rSkullripper|n|cFFFFD200Zone: |rArathi Highlands,She's a clever girl.,1183,230,0,-1,279611,0,0,4,0,0
Witherbark Direwing,|cFFFFD200Drop: |rNimar the Slayer|n|cFFFFD200Zone: |rArathi Highlands,"Only a handful of these giant bats remain in the Arathi Highlands, carefully raised by the Witherbark forest trolls who first brought them here.",1185,248,4,-1,279868,0,0,4,0,0
Pureheart Courser,|cFFFFD200Achievement: |r100 Exalted Reputations|n|cFFFFD200Category: |rReputation,"These coursers have long been known to exist, but only befriend those that have gone to great lengths for friendship.",1190,230,0,0,280730,0,0,4,0,0
Frenzied Feltalon,|cFFFFD200Achievement: |rA Horde of Hoofbeats|n|cFFFFD200Category: |rMounts,"The Legion experimented with the corruption of many different types of wildlife, such as this fiery bird species from a molten world.",1191,230,0,0,280729,0,0,4,0,0
Prestigious Bloodforged Courser,|cFFFFD200Achievement: |rHonor Level 500|n|cFFFFD200Category: |rHonor,"Forged in a fiery hatred, the offspring of a nightmare and a dream, this steed feeds on grains grown with the tears of your enemies.",1192,230,64,5,281044,0,0,4,0,0
Meat Wagon,|cFFFFD200Promotion|r |n,"A favorite unit of the Lich King, both for its power as a siege weapon, and the satisfying sound of flung meat.",1193,230,0,7,281554,0,0,45,0,0
Vicious White Warsaber,|cFFFFD200PvP:|r Battle for Azeroth: Season 4|nRated Arena and Rated Battleground Season Reward,"If you try to give it a belly scratch, you're asking for trouble.",1194,230,4,2,281888,0,0,4,0,0
Vicious Black Warsaber,|cFFFFD200PvP:|r Battle for Azeroth: Season 2|nRated Arena and Rated Battleground Season Reward,The only thing these big cats bring home as gifts are the severed limbs of your enemies.,1195,230,4,2,281887,0,0,4,0,0
Vicious Black Bonesteed,|cFFFFD200PvP:|r Battle for Azeroth: Season 2|nRated Arena and Rated Battleground Season Reward,"These skeletal steeds know no fear, eat no grains, and can travel impossible distances.",1196,230,4,-1,281890,0,0,45,0,0
Vicious White Bonesteed,|cFFFFD200PvP:|r Battle for Azeroth: Season 4|nRated Arena and Rated Battleground Season Reward,There are few other ways to ride in to battle that feature as many spikes and bones.,1197,230,4,-1,281889,0,0,45,0,0
